1.0000E+1	2.4795E+0
9.8000E+0	2.3451E+0
9.6000E+0	2.3035E+0
9.4000E+0	2.2732E+0
9.2000E+0	2.2550E+0
9.0000E+0	2.2183E+0
8.8000E+0	2.2048E+0
8.6000E+0	2.2038E+0
8.4000E+0	2.2041E+0
8.2000E+0	2.1710E+0
8.0000E+0	2.1435E+0
7.8000E+0	2.1101E+0
7.6000E+0	2.0702E+0
7.4000E+0	2.0358E+0
7.2000E+0	2.0000E+0
7.0000E+0	1.9446E+0
6.8000E+0	1.8769E+0
6.6000E+0	1.8211E+0
6.4000E+0	1.7529E+0
6.2000E+0	1.7055E+0
6.0000E+0	1.6845E+0
5.8000E+0	1.6884E+0
5.6000E+0	1.6485E+0
5.4000E+0	1.5990E+0
5.2000E+0	1.5459E+0
5.0000E+0	1.4710E+0
4.8000E+0	1.4253E+0
4.6000E+0	1.3630E+0
4.4000E+0	1.2991E+0
4.2000E+0	1.2069E+0
4.0000E+0	1.1360E+0
3.8000E+0	1.0775E+0
3.6000E+0	1.0239E+0
3.4000E+0	9.5448E-1
3.2000E+0	8.9550E-1
3.0000E+0	8.3924E-1
2.8000E+0	7.8255E-1
2.6000E+0	7.2831E-1
2.4000E+0	6.7003E-1
2.2000E+0	6.1510E-1
2.0000E+0	5.6629E-1
1.8000E+0	5.1544E-1
1.6000E+0	4.5690E-1
1.4000E+0	4.1453E-1
1.2000E+0	3.6909E-1
1.0000E+0	3.2810E-1
8.0000E-1	2.8040E-1
6.0000E-1	2.3696E-1
4.0000E-1	2.1872E-1
2.0000E-1	1.9163E-1
0.0000E+0	1.5101E-1
-2.0000E-1	1.1026E-1
-4.0000E-1	1.1154E-1
-6.0000E-1	9.9580E-2
-8.0000E-1	7.3569E-2
-1.0000E+0	4.9737E-2
-1.2000E+0	3.4459E-2
-1.4000E+0	1.7243E-2
-1.6000E+0	-4.5036E-3
-1.8000E+0	-5.5786E-2
-2.0000E+0	-1.0787E-1
-2.2000E+0	-1.1476E-1
-2.4000E+0	-1.1253E-1
-2.6000E+0	-1.0334E-1
-2.8000E+0	-1.1779E-1
-3.0000E+0	-9.8940E-2
-3.2000E+0	-8.8169E-2
-3.4000E+0	-6.3000E-2
-3.6000E+0	-6.3978E-2
-3.8000E+0	-5.6439E-2
-4.0000E+0	-4.9729E-2
-4.2000E+0	-6.4215E-2
-4.4000E+0	-1.1613E-1
-4.6000E+0	-9.1590E-2
-4.8000E+0	-1.3477E-1
-5.0000E+0	-1.4079E-1
