1.0000E+1	5.7847E+0
9.8000E+0	5.6489E+0
9.6000E+0	5.5665E+0
9.4000E+0	5.4439E+0
9.2000E+0	5.3469E+0
9.0000E+0	5.2477E+0
8.8000E+0	5.1374E+0
8.6000E+0	5.0438E+0
8.4000E+0	4.9214E+0
8.2000E+0	4.8139E+0
8.0000E+0	4.7069E+0
7.8000E+0	4.6019E+0
7.6000E+0	4.5137E+0
7.4000E+0	4.4147E+0
7.2000E+0	4.3244E+0
7.0000E+0	4.2259E+0
6.8000E+0	4.1358E+0
6.6000E+0	4.0263E+0
6.4000E+0	3.9126E+0
6.2000E+0	3.7892E+0
6.0000E+0	3.6467E+0
5.8000E+0	3.5484E+0
5.6000E+0	3.4305E+0
5.4000E+0	3.3110E+0
5.2000E+0	3.2123E+0
5.0000E+0	3.0958E+0
4.8000E+0	2.9667E+0
4.6000E+0	2.8392E+0
4.4000E+0	2.6834E+0
4.2000E+0	2.5712E+0
4.0000E+0	2.4889E+0
3.8000E+0	2.3915E+0
3.6000E+0	2.3091E+0
3.4000E+0	2.2010E+0
3.2000E+0	2.0910E+0
3.0000E+0	1.9626E+0
2.8000E+0	1.8183E+0
2.6000E+0	1.6877E+0
2.4000E+0	1.5682E+0
2.2000E+0	1.4637E+0
2.0000E+0	1.3629E+0
1.8000E+0	1.2592E+0
1.6000E+0	1.1589E+0
1.4000E+0	1.0779E+0
1.2000E+0	9.8663E-1
1.0000E+0	8.9094E-1
8.0000E-1	8.0159E-1
6.0000E-1	7.2969E-1
4.0000E-1	6.5860E-1
2.0000E-1	5.9663E-1
0.0000E+0	5.2479E-1
-2.0000E-1	4.7607E-1
-4.0000E-1	4.1072E-1
-6.0000E-1	3.3307E-1
-8.0000E-1	2.6836E-1
-1.0000E+0	1.9527E-1
-1.2000E+0	1.6529E-1
-1.4000E+0	1.0057E-1
-1.6000E+0	5.3415E-2
-1.8000E+0	7.6856E-3
-2.0000E+0	-3.1191E-2
-2.2000E+0	-6.9325E-2
-2.4000E+0	-8.0760E-2
-2.6000E+0	-1.0733E-1
-2.8000E+0	-1.1841E-1
-3.0000E+0	-1.2488E-1
-3.2000E+0	-1.2373E-1
-3.4000E+0	-1.1437E-1
-3.6000E+0	-6.6067E-2
-3.8000E+0	-5.0656E-2
-4.0000E+0	-4.8403E-2
-4.2000E+0	-5.9183E-2
-4.4000E+0	-6.4307E-2
-4.6000E+0	-6.3295E-2
-4.8000E+0	-8.4592E-2
-5.0000E+0	-1.0315E-1
