1.0000E+1	3.0617E+0
9.8000E+0	3.0418E+0
9.6000E+0	2.9968E+0
9.4000E+0	2.9611E+0
9.2000E+0	2.9278E+0
9.0000E+0	2.8890E+0
8.8000E+0	2.8321E+0
8.6000E+0	2.7826E+0
8.4000E+0	2.7273E+0
8.2000E+0	2.6540E+0
8.0000E+0	2.5995E+0
7.8000E+0	2.5584E+0
7.6000E+0	2.5319E+0
7.4000E+0	2.4776E+0
7.2000E+0	2.4558E+0
7.0000E+0	2.4044E+0
6.8000E+0	2.3328E+0
6.6000E+0	2.2850E+0
6.4000E+0	2.2619E+0
6.2000E+0	2.2067E+0
6.0000E+0	2.1573E+0
5.8000E+0	2.0972E+0
5.6000E+0	2.0330E+0
5.4000E+0	1.9645E+0
5.2000E+0	1.8875E+0
5.0000E+0	1.8039E+0
4.8000E+0	1.7129E+0
4.6000E+0	1.6246E+0
4.4000E+0	1.5369E+0
4.2000E+0	1.4915E+0
4.0000E+0	1.4313E+0
3.8000E+0	1.3565E+0
3.6000E+0	1.3227E+0
3.4000E+0	1.2694E+0
3.2000E+0	1.2130E+0
3.0000E+0	1.1419E+0
2.8000E+0	1.0735E+0
2.6000E+0	9.8826E-1
2.4000E+0	9.2072E-1
2.2000E+0	8.5797E-1
2.0000E+0	7.8770E-1
1.8000E+0	6.9925E-1
1.6000E+0	6.2592E-1
1.4000E+0	5.7066E-1
1.2000E+0	4.7437E-1
1.0000E+0	4.0857E-1
8.0000E-1	3.4713E-1
6.0000E-1	2.8693E-1
4.0000E-1	2.4317E-1
2.0000E-1	2.0040E-1
0.0000E+0	1.5287E-1
-2.0000E-1	1.0515E-1
-4.0000E-1	7.5142E-2
-6.0000E-1	4.8053E-2
-8.0000E-1	2.2120E-2
-1.0000E+0	-7.4167E-3
-1.2000E+0	-1.5194E-2
-1.4000E+0	-2.3018E-2
-1.6000E+0	-3.1118E-2
-1.8000E+0	-6.1455E-2
-2.0000E+0	-6.5605E-2
-2.2000E+0	-5.0346E-2
-2.4000E+0	-3.7367E-2
-2.6000E+0	-2.9712E-2
-2.8000E+0	-3.0048E-2
-3.0000E+0	-4.0831E-2
-3.2000E+0	-4.9676E-2
-3.4000E+0	-5.9119E-2
-3.6000E+0	-6.3972E-2
-3.8000E+0	-6.8553E-2
-4.0000E+0	-8.9838E-2
-4.2000E+0	-1.2565E-1
-4.4000E+0	-1.2602E-1
-4.6000E+0	-1.3882E-1
-4.8000E+0	-1.4042E-1
-5.0000E+0	-1.3994E-1
