1.0000E+1	3.1344E+0
9.8000E+0	2.9943E+0
9.6000E+0	2.9442E+0
9.4000E+0	2.9372E+0
9.2000E+0	2.9255E+0
9.0000E+0	2.8754E+0
8.8000E+0	2.8275E+0
8.6000E+0	2.7762E+0
8.4000E+0	2.7354E+0
8.2000E+0	2.6990E+0
8.0000E+0	2.6580E+0
7.8000E+0	2.6281E+0
7.6000E+0	2.6037E+0
7.4000E+0	2.5576E+0
7.2000E+0	2.5082E+0
7.0000E+0	2.4329E+0
6.8000E+0	2.3895E+0
6.6000E+0	2.2853E+0
6.4000E+0	2.2034E+0
6.2000E+0	2.1407E+0
6.0000E+0	2.0742E+0
5.8000E+0	2.0116E+0
5.6000E+0	1.9479E+0
5.4000E+0	1.9158E+0
5.2000E+0	1.8234E+0
5.0000E+0	1.7507E+0
4.8000E+0	1.6881E+0
4.6000E+0	1.6191E+0
4.4000E+0	1.5450E+0
4.2000E+0	1.4756E+0
4.0000E+0	1.4047E+0
3.8000E+0	1.3354E+0
3.6000E+0	1.2878E+0
3.4000E+0	1.2019E+0
3.2000E+0	1.1322E+0
3.0000E+0	1.0598E+0
2.8000E+0	1.0142E+0
2.6000E+0	9.5004E-1
2.4000E+0	8.9972E-1
2.2000E+0	8.5043E-1
2.0000E+0	7.8816E-1
1.8000E+0	7.2419E-1
1.6000E+0	6.6079E-1
1.4000E+0	5.9822E-1
1.2000E+0	5.3701E-1
1.0000E+0	4.7063E-1
8.0000E-1	3.7425E-1
6.0000E-1	2.8999E-1
4.0000E-1	2.3191E-1
2.0000E-1	1.8644E-1
0.0000E+0	1.4404E-1
-2.0000E-1	1.0397E-1
-4.0000E-1	7.6174E-2
-6.0000E-1	4.6632E-2
-8.0000E-1	1.0203E-2
-1.0000E+0	-1.2487E-2
-1.2000E+0	-3.5426E-2
-1.4000E+0	-3.4795E-2
-1.6000E+0	-2.4292E-2
-1.8000E+0	-1.2268E-2
-2.0000E+0	-2.4559E-2
-2.2000E+0	-1.8996E-2
-2.4000E+0	-2.2017E-2
-2.6000E+0	-2.6185E-2
-2.8000E+0	-5.4851E-2
-3.0000E+0	-8.3081E-2
-3.2000E+0	-1.1355E-1
-3.4000E+0	-1.1158E-1
-3.6000E+0	-1.1442E-1
-3.8000E+0	-9.8409E-2
-4.0000E+0	-1.2912E-1
-4.2000E+0	-1.2614E-1
-4.4000E+0	-1.2822E-1
-4.6000E+0	-1.3584E-1
-4.8000E+0	-1.3167E-1
-5.0000E+0	-1.3529E-1
