1.0000E+1	1.3857E-1
9.8000E+0	4.5017E-2
9.6000E+0	-4.0912E-3
9.4000E+0	-2.8880E-2
9.2000E+0	-4.5547E-2
9.0000E+0	-5.6316E-2
8.8000E+0	-6.3649E-2
8.6000E+0	-7.4002E-2
8.4000E+0	-8.0679E-2
8.2000E+0	-8.7712E-2
8.0000E+0	-8.8609E-2
7.8000E+0	-9.2716E-2
7.6000E+0	-9.0938E-2
7.4000E+0	-9.5311E-2
7.2000E+0	-9.7013E-2
7.0000E+0	-9.6390E-2
6.8000E+0	-1.0104E-1
6.6000E+0	-1.0417E-1
6.4000E+0	-1.0969E-1
6.2000E+0	-1.2169E-1
6.0000E+0	-1.2375E-1
5.8000E+0	-1.2636E-1
5.6000E+0	-1.2702E-1
5.4000E+0	-1.2861E-1
5.2000E+0	-1.2817E-1
5.0000E+0	-1.2874E-1
4.8000E+0	-1.2672E-1
4.6000E+0	-1.3089E-1
4.4000E+0	-1.3068E-1
4.2000E+0	-1.3228E-1
4.0000E+0	-1.3574E-1
3.8000E+0	-1.3543E-1
3.6000E+0	-1.3631E-1
3.4000E+0	-1.2992E-1
3.2000E+0	-1.3189E-1
3.0000E+0	-1.3002E-1
2.8000E+0	-1.2948E-1
2.6000E+0	-1.3410E-1
2.4000E+0	-1.3996E-1
2.2000E+0	-1.4695E-1
2.0000E+0	-1.5236E-1
1.8000E+0	-1.5239E-1
1.6000E+0	-1.5058E-1
1.4000E+0	-1.5448E-1
1.2000E+0	-1.5463E-1
1.0000E+0	-1.4797E-1
8.0000E-1	-1.4310E-1
6.0000E-1	-1.4359E-1
4.0000E-1	-1.4321E-1
2.0000E-1	-1.4522E-1
0.0000E+0	-1.4778E-1
-2.0000E-1	-1.5020E-1
-4.0000E-1	-1.5228E-1
-6.0000E-1	-1.6162E-1
-8.0000E-1	-1.6925E-1
-1.0000E+0	-1.6880E-1
-1.2000E+0	-1.6529E-1
-1.4000E+0	-1.6425E-1
-1.6000E+0	-1.6603E-1
-1.8000E+0	-1.6598E-1
-2.0000E+0	-1.6232E-1
-2.2000E+0	-1.6889E-1
-2.4000E+0	-1.6704E-1
-2.6000E+0	-1.6309E-1
-2.8000E+0	-1.6246E-1
-3.0000E+0	-1.6584E-1
-3.2000E+0	-1.6736E-1
-3.4000E+0	-1.7219E-1
-3.6000E+0	-1.6967E-1
-3.8000E+0	-1.7157E-1
-4.0000E+0	-1.8074E-1
-4.2000E+0	-1.8511E-1
-4.4000E+0	-1.8557E-1
-4.6000E+0	-1.8143E-1
-4.8000E+0	-1.8519E-1
-5.0000E+0	-1.8342E-1
